Donation ID,Giving Entity ID,Fundraiser,Amount Donated,Date,Type of Gift,Donor Name,Type of Donor,Earmarked Fund,Center,"""Thank You"" sent?",Matching Info,Notes,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20181024-0001,,T-Shirt Fundraiser,$15.00 ,10/24/2018,Shirt Sale,Misc. Parent,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130601-0001,,Teacher Appreciation,$580.00 ,6/1/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090416-0002,,Tupperware Fundraiser,$408.40 ,4/16/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1536-20160331-0001,,Unprompted,"$5,000.00 ",3/31/2016,Grant,Jewish Community Foundation of LA,Foundation,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20091016-0003,,Unprompted,$60.81 ,10/16/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150407-0001,,Unprompted,$40.00 ,4/7/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190426-0002,,Unprompted,$300.00 ,4/26/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190502-0002,,Unprompted,$200.00 ,5/2/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190504-0001,,Unprompted,$50.00 ,5/4/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190511-0003,,Unprompted,"$3,000.00 ",5/11/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0709-20200201-0001,FAM0709,Training and Staff Development; CAAEYC 2020,$20.00 ,2/1/2020,Direct Donation,Avery Roberts 452,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1148-20200213-0001,FAM1148,Training and Staff Development; CAAEYC 2020,$40.00 ,2/13/2020,Direct Donation,Quinn Lewis 448,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1465-20111121-0001,FAM1465,Unprompted,$50.00 ,11/21/2011,Direct Donation,Sawyer Johnson 1465,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0402-20200128-0001,IND0402,Training and Staff Development; CAAEYC 2020,$100.00 ,1/28/2020,Direct Donation,Charlie Edwards 1253,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1095-20200129-0001,IND1095,Training and Staff Development; CAAEYC 2020,$100.00 ,1/29/2020,Direct Donation,Sawyer Cook 239,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1109-20200128-0001,IND1109,Training and Staff Development; CAAEYC 2020,$100.00 ,1/28/2020,Direct Donation,Payton Torres 305,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1129-20200128-0001,IND1129,Training and Staff Development; CAAEYC 2020,$50.00 ,1/28/2020,Direct Donation,Parker Smith 379,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1136-20220329-0001,IND1136,Unprompted,$200.00 ,3/29/2022,Direct Donation,Elliot Collins 414,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1137-20200213-0001,IND1137,Training and Staff Development; CAAEYC 2020,$100.00 ,2/13/2020,Direct Donation,Quinn Thompson 488,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1190-20200220-0001,IND1190,Training and Staff Development; CAAEYC 2020,$40.00 ,2/20/2020,Direct Donation,Casey Young 364,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1209-20200124-0001,IND1209,Training and Staff Development; CAAEYC 2020,$100.00 ,1/24/2020,Direct Donation,Jesse Nguyen 1497,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1209-20200213-0001,IND1209,Training and Staff Development; CAAEYC 2020,$60.00 ,2/13/2020,Direct Donation,Jesse Nguyen 1497,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1210-20200122-0001,IND1210,Training and Staff Development; CAAEYC 2020,$500.00 ,1/22/2020,Direct Donation,Frankie Flores 716,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1210-20200213-0001,IND1210,Training and Staff Development; CAAEYC 2020,$140.00 ,2/13/2020,Direct Donation,Frankie Flores 716,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1262-20200131-0001,IND1262,Training and Staff Development; CAAEYC 2020,$50.00 ,1/31/2020,Direct Donation,Brooklyn Carter 994,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1270-20200213-0001,IND1270,Training and Staff Development; CAAEYC 2020,$45.00 ,2/13/2020,Direct Donation,Kendall Murphy 1032,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1295-20131113-0001,IND1295,Unprompted,$100.00 ,11/13/2013,Direct Donation,Eden Torres 475,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1368-20200131-0001,IND1368,Training and Staff Development; CAAEYC 2020,$250.00 ,1/31/2020,Direct Donation,Parker Cook 1419,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1393-20200128-0001,IND1393,Training and Staff Development; CAAEYC 2020,$50.00 ,1/28/2020,Direct Donation,Jamie Clark 1486,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1425-20200218-0001,IND1425,Training and Staff Development; CAAEYC 2020,$40.00 ,2/18/2020,Direct Donation,Eden Walker 1425,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1449-20200215-0001,IND1449,Training and Staff Development; CAAEYC 2020,$100.00 ,2/15/2020,Direct Donation,Dakota Collins 1449,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1453-20200213-0001,IND1453,Training and Staff Development; CAAEYC 2020,$200.00 ,2/13/2020,Direct Donation,Cameron Scott 1453,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1456-20200215-0001,IND1456,Training and Staff Development; CAAEYC 2020,$65.00 ,2/15/2020,Direct Donation,Harper Young 1456,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1458-20200201-0001,IND1458,Training and Staff Development; CAAEYC 2020,$100.00 ,2/1/2020,Direct Donation,Casey Scott 1458,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1460-20090717-0001,IND1460,Music Class Fundraiser,$200.00 ,7/17/2009,Direct Donation,Kendall Adams 1460,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1460-20080409-0001,IND1460,Silent Auction 2008,$200.00 ,4/9/2008,Direct Donation,Kendall Adams 1460,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1481-20200131-0001,IND1481,Training and Staff Development; CAAEYC 2020,$50.00 ,1/31/2020,Direct Donation,Brooklyn Taylor 1481,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1486-20200226-0001,IND1486,Training and Staff Development; CAAEYC 2020,$250.00 ,2/26/2020,Direct Donation,Milan Parker 1486,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1490-20101115-0001,IND1490,Unprompted,$50.00 ,11/15/2010,Direct Donation,Hunter Nguyen 1490,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1493-20200123-0001,IND1493,Training and Staff Development; CAAEYC 2020,$100.00 ,1/23/2020,Direct Donation,Frankie Taylor 1493,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1497-20200213-0001,IND1497,Training and Staff Development; CAAEYC 2020,$20.00 ,2/13/2020,Direct Donation,Hunter Thompson 1497,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1499-20200121-0001,IND1499,Training and Staff Development; CAAEYC 2020,$500.00 ,1/21/2020,Direct Donation,Sawyer Rivera 1499,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1502-20200116-0002,IND1502,Training and Staff Development; CAAEYC 2020,$16.67 ,1/16/2020,Shirt Sale,Frankie Torres 1502,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1502-20200212-0001,IND1502,Training and Staff Development; CAAEYC 2020,$20.00 ,2/12/2020,Direct Donation,Frankie Torres 1502,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1577-20200226-0001,IND1577,Training and Staff Development; CAAEYC 2020,$100.00 ,2/26/2020,Direct Donation,Avery Roberts 1577,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1447-20200127-0001,UNK1447,Training and Staff Development; CAAEYC 2020,$500.00 ,1/27/2020,Direct Donation,Avery Wright 1447,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1478-20200129-0001,UNK1478,Training and Staff Development; CAAEYC 2020,$50.00 ,1/29/2020,Direct Donation,Corey Collins 1478,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1508-20140204-0001,UNK1508,Antique Portraiture Fundraiser 2014,$222.00 ,2/4/2014,Direct Donation,"Antique Portraiture, Inc.",Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1509-20191226-0001,UNK1509,In Pat's Memory,$50.00 ,12/26/2019,Direct Donation,Ardon V. City of LA Claims Admin,Political,PGSF,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1514-20191104-0001,UNK1514,CD-1 Supplies,"$2,500.00 ",11/4/2019,Grant,City Of Los Angeles Giving Fund (ASNC),Political,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1517-20130125-0001,UNK1517,Costume Supercenter Fundraiser,$35.01 ,1/25/2013,Percentage of Purchase,Costume Supercenter,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1522-20111127-0001,UNK1522,Dog Haus Fundraiser,$100.00 ,11/27/2011,Percentage of Purchase,Dog Haus LLC,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1524-20120106-0001,UNK1524,EcoPhones Fundraiser,$11.85 ,1/6/2012,Percentage of Purchase,Ecophones,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1524-20120918-0001,UNK1524,EcoPhones Fundraiser,$17.30 ,9/18/2012,Percentage of Purchase,Ecophones,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1524-20130125-0001,UNK1524,EcoPhones Fundraiser,$10.70 ,1/25/2013,Percentage of Purchase,Ecophones,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1526-20121022-0001,UNK1526,Two Milk Minimum 2012,$260.00 ,10/22/2012,Percentage of Purchase,Flappers Comedy Club & Restaurant,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1526-20140327-0001,UNK1526,Two Milk Minimum 2014,$435.00 ,3/27/2014,Percentage of Purchase,Flappers Comedy Club & Restaurant,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1526-20151109-0001,UNK1526,Two Milk Minimum 2015,$369.00 ,11/9/2015,Percentage of Purchase,Flappers Comedy Club & Restaurant,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1528-20101118-0002,UNK1528,Goodsearch / Goodshop Fundraiser,$55.29 ,11/18/2010,Percentage of Purchase,Goodsearch / Goodshop,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1535-20051011-0001,UNK1535,Wrapping Paper Sale 2005,"$4,430.50 ",10/11/2005,Percentage of Purchase,Innisbrook Wraps,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1535-20071109-0001,UNK1535,Wrapping Paper Sale 2007,"$3,519.00 ",11/9/2007,Percentage of Purchase,Innisbrook Wraps,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1535-20080222-0001,UNK1535,Wrapping Paper Sale 2008,$88.20 ,2/22/2008,Percentage of Purchase,Innisbrook Wraps,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1535-20140926-0001,UNK1535,Wrapping Paper Sale 2014,$966.00 ,9/26/2014,Percentage of Purchase,Innisbrook Wraps,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1535-20141028-0001,UNK1535,Wrapping Paper Sale 2014,$92.25 ,10/28/2014,Percentage of Purchase,Innisbrook Wraps,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1537-20100122-0001,UNK1537,Johnny Rockets Rundraiser,$238.38 ,1/22/2010,Percentage of Purchase,Johnny Rockets,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20130404-0001,UNK1539,Ralph's Fundraiser,$142.07 ,4/4/2013,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20130719-0001,UNK1539,Ralph's Fundraiser,$34.50 ,7/19/2013,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20130719-0002,UNK1539,Ralph's Fundraiser,$131.34 ,7/19/2013,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20131002-0001,UNK1539,Ralph's Fundraiser,$15.68 ,10/2/2013,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20131002-0002,UNK1539,Ralph's Fundraiser,$95.07 ,10/2/2013,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20140114-0001,UNK1539,Ralph's Fundraiser,$33.81 ,1/14/2014,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20140402-0001,UNK1539,Ralph's Fundraiser,$32.79 ,4/2/2014,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20140701-0001,UNK1539,Ralph's Fundraiser,$46.72 ,7/1/2014,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20141016-0001,UNK1539,Ralph's Fundraiser,$31.66 ,10/16/2014,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20150413-0001,UNK1539,Ralph's Fundraiser,$36.92 ,4/13/2015,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20151006-0001,UNK1539,Ralph's Fundraiser,$29.84 ,10/6/2015,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20160929-0001,UNK1539,Ralph's Fundraiser,$30.73 ,9/29/2016,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20221031-0001,UNK1539,Ralph's Fundraiser,$10.58 ,10/31/2022,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1539-20240408-0001,UNK1539,Ralph's Fundraiser,$28.07 ,4/8/2024,Percentage of Purchase,Kroger,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20101215-0001,UNK1542,Picture Day 2010,$230.96 ,12/15/2010,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20110902-0001,UNK1542,Picture Day 2011,$340.40 ,9/2/2011,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20120828-0001,UNK1542,Picture Day 2012,$180.72 ,8/28/2012,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20130102-0001,UNK1542,Picture Day 2013,$50.00 ,1/2/2013,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20130130-0001,UNK1542,Picture Day 2013,$132.02 ,1/30/2013,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20131009-0001,UNK1542,Picture Day 2013,$127.22 ,10/9/2013,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20140204-0001,UNK1542,Picture Day 2014,$152.32 ,2/4/2014,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20140708-0001,UNK1542,Picture Day 2014,$201.46 ,7/8/2014,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20150206-0001,UNK1542,Picture Day 2015,$218.88 ,2/6/2015,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20150730-0001,UNK1542,Picture Day 2015,$155.56 ,7/30/2015,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20160219-0001,UNK1542,Picture Day 2016,$226.31 ,2/19/2016,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20160811-0001,UNK1542,Picture Day 2016,$217.63 ,8/11/2016,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20170314-0001,UNK1542,Picture Day 2017,$44.80 ,3/14/2017,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20170525-0001,UNK1542,Picture Day 2017,$73.02 ,5/25/2017,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20170630-0001,UNK1542,Picture Day 2017,$172.40 ,6/30/2017,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20171218-0001,UNK1542,Picture Day 2017,$264.99 ,12/18/2017,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20180629-0001,UNK1542,Picture Day 2018,$282.43 ,6/29/2018,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20190511-0001,UNK1542,Picture Day 2019,$283.73 ,5/11/2019,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20190524-0001,UNK1542,Picture Day 2019,$245.11 ,5/24/2019,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20191206-0001,UNK1542,Picture Day 2019,$290.62 ,12/6/2019,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20220105-0001,UNK1542,Picture Day 2022,$211.67 ,1/5/2022,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1547-20101215-0001,UNK1547,Mary Kay Ash Foundation Fundraiser,$31.20 ,12/15/2010,Direct Donation,Mary Kay Ash Foundation,Foundation,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20100426-0001,UNK1548,Midland Fundraiser,$250.50 ,4/26/2010,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20100426-0002,UNK1548,Midland Fundraiser,"$1,079.00 ",4/26/2010,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20100426-0003,UNK1548,Midland Fundraiser,"$1,623.50 ",4/26/2010,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20111025-0001,UNK1548,Midland Fundraiser,$824.50 ,10/25/2011,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20111025-0002,UNK1548,Midland Fundraiser,"$1,082.00 ",10/25/2011,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20120412-0001,UNK1548,Midland Fundraiser,$750.00 ,4/12/2012,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20120412-0002,UNK1548,Midland Fundraiser,$967.00 ,4/12/2012,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20121022-0001,UNK1548,Midland Fundraiser,$745.00 ,10/22/2012,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20130423-0001,UNK1548,Midland Fundraiser,$362.00 ,4/23/2013,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20130502-0001,UNK1548,Midland Fundraiser,$551.00 ,5/2/2013,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20131009-0001,UNK1548,Midland Fundraiser,$693.00 ,10/9/2013,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20131017-0001,UNK1548,Midland Fundraiser,$76.00 ,10/17/2013,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20131127-0001,UNK1548,Midland Fundraiser,$160.00 ,11/27/2013,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20140509-0001,UNK1548,Midland Fundraiser,$692.00 ,5/9/2014,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20150316-0001,UNK1548,Midland Fundraiser,$442.00 ,3/16/2015,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20150317-0001,UNK1548,Midland Fundraiser,$361.00 ,3/17/2015,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20150930-0001,UNK1548,Midland Fundraiser,"$1,421.00 ",9/30/2015,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20160325-0001,UNK1548,Midland Fundraiser,$390.00 ,3/25/2016,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20161014-0001,UNK1548,Midland Fundraiser,$686.00 ,10/14/2016,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20161021-0001,UNK1548,Midland Fundraiser,$32.00 ,10/21/2016,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1548-20171023-0001,UNK1548,Midland Fundraiser,$97.00 ,10/23/2017,Percentage of Purchase,Midland Fundraising,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1552-20090728-0001,UNK1552,Unprompted,$372.37 ,7/28/2009,Direct Donation,Para Los Ninos,Foundation,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1554-20131028-0001,UNK1554,Pinkberry Fundraiser,$82.39 ,10/28/2013,Percentage of Purchase,"Pinkberry, Inc.",Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1558-20120412-0001,UNK1558,Unprompted,$27.53 ,4/12/2012,Percentage of Purchase,Rubio's Fresh Mexican Grill,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1559-20200930-0001,UNK1559,Scholastic Book Fair,$444.80 ,9/30/2020,Book Sale,Scholastic,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1561-20121003-0001,UNK1561,Shakey's Fundraiser,$110.92 ,10/3/2012,Percentage of Purchase,Shakey's,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1563-20100615-0001,UNK1563,Smart Circle Fundraiser,$644.31 ,6/15/2010,Percentage of Purchase,Smart Circle International LLC,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
