Giving Entity ID,FamilyID,Full Name,First Name,Last Name,Email Address,Email Address 2,Full Address,Street Address,City,State,ZIP,Phone Number,Child(ren) Enrolled,Photo Release Signed?,Connection,Center,Send via,Phrase,ALIVE,In/Out,Total Donated,Number of Donations,Date of Most Recent Donation,Amount of Most Recent Donation,Cause of Most Recent Gift,Most Recent Thank You Letter Sent,NOTES,TAGS,,
FAM0043,,Eden Taylor 1315,Eden,Taylor,donor1315@example.com,,"1924 Main St, City1824, ST, 90001824",1924 Main St,City1315,ST,90001315,555-000-1315,,N/A,Community,Community,post,see attached,Living,In,"$56,000.00 ",14,12/31/2021,"$10,000.00 ",,,,,,
FAM0043,,Milan Torres 1157,Milan,Torres,donor1157@example.com,,"1924 Main St, City1824, ST, 90001824",1924 Main St,City1157,ST,90001157,555-000-1157,,N/A,Former Board Member,Community,post,see attached,Dead,Out,"$46,315.00 ",14,3/29/2016,"$1,000.00 ",,,,,,
FAM0050,,Milan Roberts 1317,Milan,Roberts,donor1317@example.com,,"1239 Main St, City1139, ST, 90001139",1239 Main St,City1317,ST,90001317,555-000-1317,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0050,,Parker Rogers 139,Parker,Rogers,donor139@example.com,,"1239 Main St, City1139, ST, 90001139",1239 Main St,City139,ST,9000139,555-000-139,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0057,,Casey Collins 764,Casey,Collins,donor764@example.com,,"1864 Main St, City1764, ST, 90001764",1864 Main St,City764,ST,9000764,555-000-764,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0057,,Reese Taylor 1151,Reese,Taylor,donor1151@example.com,,"1864 Main St, City1764, ST, 90001764",1864 Main St,City1151,ST,90001151,555-000-1151,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0061,,Elliot Perez 1094,Elliot,Perez,donor1094@example.com,,"1250 Main St, City1150, ST, 90001150",1250 Main St,City1094,ST,90001094,555-000-1094,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0061,,Spencer Mitchell 150,Spencer,Mitchell,donor150@example.com,,"1250 Main St, City1150, ST, 90001150",1250 Main St,City150,ST,9000150,555-000-150,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0071,,Casey Allen 444,Casey,Allen,donor444@example.com,,"1544 Main St, City1444, ST, 90001444",1544 Main St,City444,ST,9000444,555-000-444,,N/A,Former Parent,C-HP,post,see attached,Living,In,,,,,,,,,,
FAM0071,,Hunter Lewis 749,Hunter,Lewis,donor749@example.com,,"1544 Main St, City1444, ST, 90001444",1544 Main St,City749,ST,9000749,555-000-749,,N/A,Former Parent,C-HP,post,see attached,Living,In,,,,,,,,,,
FAM0086,,Corey Hall 347,Corey,Hall,donor347@example.com,,"1447 Main St, City1347, ST, 90001347",1447 Main St,City347,ST,9000347,555-000-347,,N/A,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0086,,Jordan Murphy 386,Jordan,Murphy,donor386@example.com,,"1447 Main St, City1347, ST, 90001347",1447 Main St,City386,ST,9000386,555-000-386,,N/A,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0088,,Quinn Parker 688,Quinn,Parker,donor688@example.com,,"1788 Main St, City1688, ST, 90001688",1788 Main St,City688,ST,9000688,555-000-688,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0088,,Sydney Scott 780,Sydney,Scott,donor780@example.com,,"1788 Main St, City1688, ST, 90001688",1788 Main St,City780,ST,9000780,555-000-780,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0090,,Harper Thompson 695,Harper,Thompson,donor695@example.com,,"1795 Main St, City1695, ST, 90001695",1795 Main St,City695,ST,9000695,555-000-695,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0090,,Spencer Campbell 1430,Spencer,Campbell,donor1430@example.com,,"1795 Main St, City1695, ST, 90001695",1795 Main St,City1430,ST,90001430,555-000-1430,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0103,,Corey Thomas 667,Corey,Thomas,donor667@example.com,,"1767 Main St, City1667, ST, 90001667",1767 Main St,City667,ST,9000667,,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0103,,Payton Rivera 1305,Payton,Rivera,donor1305@example.com,,"1767 Main St, City1667, ST, 90001667",1767 Main St,City1305,ST,90001305,555-000-1305,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0105,,Blake Rogers 784,Blake,Rogers,donor784@example.com,,"1635 Main St, City1535, ST, 90001535",1635 Main St,City784,ST,9000784,,,N/A,Community,Community,post,see attached,Living,In,$100.00 ,1,12/27/2016,$100.00 ,,,,,,
FAM0105,,Harper Thompson 535,Harper,Thompson,donor535@example.com,,"1635 Main St, City1535, ST, 90001535",1635 Main St,City535,ST,9000535,,,N/A,Community,Community,post,see attached,Living,In,$100.00 ,1,12/27/2016,$100.00 ,,,,,,
FAM0107,,Morgan Anderson 1443,Morgan,Anderson,donor1443@example.com,,"1979 Main St, City1879, ST, 90001879",1979 Main St,City1443,ST,90001443,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0107,,Sawyer Brown 879,Sawyer,Brown,donor879@example.com,,"1979 Main St, City1879, ST, 90001879",1979 Main St,City879,ST,9000879,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0112,,Avery Rogers 52,Avery,Rogers,donor52@example.com,,"1124 Main St, City1024, ST, 90001024",1124 Main St,City52,ST,900052,555-000-52,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0112,,Blake Martin 24,Blake,Martin,donor24@example.com,,"1124 Main St, City1024, ST, 90001024",1124 Main St,City24,ST,900024,,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0114,,Jordan Scott 1106,Jordan,Scott,donor1106@example.com,,"2206 Main St, City2106, ST, 90002106",2206 Main St,City1106,ST,90001106,555-000-1106,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0114,,Phoenix Walker 1318,Phoenix,Walker,donor1318@example.com,,"2206 Main St, City2106, ST, 90002106",2206 Main St,City1318,ST,90001318,555-000-1318,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0123,,Quinn Evans 1128,Quinn,Evans,donor1128@example.com,,"1382 Main St, City1282, ST, 90001282",1382 Main St,City1128,ST,90001128,555-000-1128,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0123,,Taylor Allen 282,Taylor,Allen,donor282@example.com,,"1382 Main St, City1282, ST, 90001282",1382 Main St,City282,ST,9000282,,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0127,,Sawyer Anderson 959,Sawyer,Anderson,donor959@example.com,,"1128 Main St, City1028, ST, 90001028",1128 Main St,City959,ST,9000959,555-000-959,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0127,,Shannon Edwards 28,Shannon,Edwards,donor28@example.com,,"1128 Main St, City1028, ST, 90001028",1128 Main St,City28,ST,900028,555-000-28,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0141,,Jordan Torres 106,Jordan,Torres,donor106@example.com,,"1206 Main St, City1106, ST, 90001106",1206 Main St,City106,ST,9000106,555-000-106,,N/A,Former Parent,C-HP,post,see attached,Living,In,,,,,,,,,,
FAM0141,,Parker Walker 259,Parker,Walker,donor259@example.com,,"1206 Main St, City1106, ST, 90001106",1206 Main St,City259,ST,9000259,555-000-259,,N/A,Former Parent,C-HP,post,see attached,Living,In,,,,,,,,,,
FAM0144,,Payton Flores 145,Payton,Flores,donor145@example.com,,"1201 Main St, City1101, ST, 90001101",1201 Main St,City145,ST,9000145,555-000-145,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0144,,Robin Thompson 101,Robin,Thompson,donor101@example.com,,"1201 Main St, City1101, ST, 90001101",1201 Main St,City101,ST,9000101,555-000-101,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0154,,Dakota King 496,Dakota,King,donor496@example.com,,"1381 Main St, City1281, ST, 90001281",1381 Main St,City496,ST,9000496,555-000-496,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0154,,Jordan King 281,Jordan,King,donor281@example.com,,"1381 Main St, City1281, ST, 90001281",1381 Main St,City281,ST,9000281,555-000-281,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0161,,Brooklyn Phillips 1154,Brooklyn,Phillips,donor1154@example.com,,"1665 Main St, City1565, ST, 90001565",1665 Main St,City1154,ST,90001154,,,N/A,Community,Community,post,see attached,Living,In,$700.00 ,3,1/25/2019,$200.00 ,,,,,,
FAM0161,,Sam Roberts 565,Sam,Roberts,donor565@example.com,,"1665 Main St, City1565, ST, 90001565",1665 Main St,City565,ST,9000565,,,N/A,Community,Community,post,see attached,Living,In,$700.00 ,3,1/25/2019,$200.00 ,,,,,,
FAM0165,,Avery Edwards 892,Avery,Edwards,donor892@example.com,,"1992 Main St, City1892, ST, 90001892",1992 Main St,City892,ST,9000892,555-000-892,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0165,,Jordan Morris 1041,Jordan,Morris,donor1041@example.com,,"1992 Main St, City1892, ST, 90001892",1992 Main St,City1041,ST,90001041,555-000-1041,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0167,,Spencer Stewart 590,Spencer,Stewart,donor590@example.com,,"1462 Main St, City1362, ST, 90001362",1462 Main St,City590,ST,9000590,555-000-590,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0167,,Taylor Carter 362,Taylor,Carter,donor362@example.com,,"1462 Main St, City1362, ST, 90001362",1462 Main St,City362,ST,9000362,555-000-362,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0170,,Casey Harris 724,Casey,Harris,donor724@example.com,,"1240 Main St, City1140, ST, 90001140",1240 Main St,City724,ST,9000724,555-000-724,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0170,,Sydney Parker 140,Sydney,Parker,donor140@example.com,,"1240 Main St, City1140, ST, 90001140",1240 Main St,City140,ST,9000140,555-000-140,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0184,,Sam Collins 285,Sam,Collins,donor285@example.com,,"1385 Main St, City1285, ST, 90001285",1385 Main St,City285,ST,9000285,,,N/A,Community,Community,post,see attached,Living,In,$50.00 ,1,1/25/2019,$50.00 ,,,,,,
FAM0184,,Sam Mitchell 525,Sam,Mitchell,donor525@example.com,,"1385 Main St, City1285, ST, 90001285",1385 Main St,City525,ST,9000525,,,N/A,Community,Community,post,see attached,Living,In,$50.00 ,1,1/25/2019,$50.00 ,,,,,,
FAM0193,,Avery Collins 372,Avery,Collins,donor372@example.com,,"1472 Main St, City1372, ST, 90001372",1472 Main St,City372,ST,9000372,555-000-372,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0193,,Dakota Adams 416,Dakota,Adams,donor416@example.com,,"1472 Main St, City1372, ST, 90001372",1472 Main St,City416,ST,9000416,555-000-416,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0195,,Jamie Walker 166,Jamie,Walker,donor166@example.com,,"1266 Main St, City1166, ST, 90001166",1266 Main St,City166,ST,9000166,555-000-166,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0195,,Jesse Rivera 1337,Jesse,Rivera,donor1337@example.com,,"1266 Main St, City1166, ST, 90001166",1266 Main St,City1337,ST,90001337,555-000-1337,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0212,,Eden Adams 1035,Eden,Adams,donor1035@example.com,,"1855 Main St, City1755, ST, 90001755",1855 Main St,City1035,ST,90001035,555-000-1035,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0212,,Eden King 755,Eden,King,donor755@example.com,,"1855 Main St, City1755, ST, 90001755",1855 Main St,City755,ST,9000755,555-000-755,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0223,,Blake Stewart 1424,Blake,Stewart,donor1424@example.com,,"1990 Main St, City1890, ST, 90001890",1990 Main St,City1424,ST,90001424,,,N/A,Community,Community,post,see attached,Living,In,"$1,350.00 ",6,1/25/2019,$250.00 ,,,,,,
FAM0223,,Riley Clark 890,Riley,Clark,donor890@example.com,,"1990 Main St, City1890, ST, 90001890",1990 Main St,City890,ST,9000890,,,N/A,Community,Community,post,see attached,Living,In,"$1,350.00 ",6,1/25/2019,$250.00 ,,,,,,
FAM0228,,Jordan Thomas 1306,Jordan,Thomas,donor1306@example.com,,"2150 Main St, City2050, ST, 90002050",2150 Main St,City1306,ST,90001306,555-000-1306,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0228,,Riley Thompson 1050,Riley,Thompson,donor1050@example.com,,"2150 Main St, City2050, ST, 90002050",2150 Main St,City1050,ST,90001050,555-000-1050,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0230,,Hunter Cook 229,Hunter,Cook,donor229@example.com,,"1329 Main St, City1229, ST, 90001229",1329 Main St,City229,ST,9000229,555-000-229,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0230,,Taylor Walker 322,Taylor,Walker,donor322@example.com,,"1329 Main St, City1229, ST, 90001229",1329 Main St,City322,ST,9000322,555-000-322,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0237,,Cameron Lewis 1011,Cameron,Lewis,donor1011@example.com,,"2111 Main St, City2011, ST, 90002011",2111 Main St,City1011,ST,90001011,555-000-1011,,N/A,Former Parent,C-JP,post,see attached,Living,In,$100.00 ,1,1/15/2020,$100.00 ,,,,,,
FAM0237,,Robin Lopez 1061,Robin,Lopez,donor1061@example.com,,"2111 Main St, City2011, ST, 90002011",2111 Main St,City1061,ST,90001061,555-000-1061,,N/A,Former Parent,C-JP,post,see attached,Living,In,$100.00 ,1,1/15/2020,$100.00 ,,,,,,
FAM0240,,Avery Lewis 1172,Avery,Lewis,donor1172@example.com,,"2272 Main St, City2172, ST, 90002172",2272 Main St,City1172,ST,90001172,555-000-1172,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0240,,Casey Young 1204,Casey,Young,donor1204@example.com,,"2272 Main St, City2172, ST, 90002172",2272 Main St,City1204,ST,90001204,555-000-1204,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0242,,Casey Cook 1284,Casey,Cook,donor1284@example.com,donor12842@example.com,"1522 Main St, City1422, ST, 90001422",1522 Main St,City1284,ST,90001284,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0242,,Emerson Lopez 422,Emerson,Lopez,donor422@example.com,,"1522 Main St, City1422, ST, 90001422",1522 Main St,City422,ST,9000422,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0244,,Payton Adams 225,Payton,Adams,donor225@example.com,,"1325 Main St, City1225, ST, 90001225",1325 Main St,City225,ST,9000225,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0244,,Sydney Rogers 940,Sydney,Rogers,donor940@example.com,,"1325 Main St, City1225, ST, 90001225",1325 Main St,City940,ST,9000940,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0258,,Eden Adams 35,Eden,Adams,donor35@example.com,,"1135 Main St, City1035, ST, 90001035",1135 Main St,City35,ST,900035,555-000-35,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0258,,Sam King 205,Sam,King,donor205@example.com,,"1135 Main St, City1035, ST, 90001035",1135 Main St,City205,ST,9000205,555-000-205,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0262,,Jordan Evans 321,Jordan,Evans,donor321@example.com,,"1421 Main St, City1321, ST, 90001321",1421 Main St,City321,ST,9000321,555-000-321,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0262,,Parker Cook 659,Parker,Cook,donor659@example.com,,"1421 Main St, City1321, ST, 90001321",1421 Main St,City659,ST,9000659,555-000-659,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0269,,Frankie Morris 1436,Frankie,Morris,donor1436@example.com,,"2338 Main St, City2238, ST, 90002238",2338 Main St,City1436,ST,90001436,555-000-1436,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0269,,Phoenix Flores 1238,Phoenix,Flores,donor1238@example.com,,"2338 Main St, City2238, ST, 90002238",2338 Main St,City1238,ST,90001238,,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0286,,Elliot Cook 734,Elliot,Cook,donor734@example.com,,"1337 Main St, City1237, ST, 90001237",1337 Main St,City734,ST,9000734,555-000-734,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0286,,Milan Thomas 237,Milan,Thomas,donor237@example.com,,"1337 Main St, City1237, ST, 90001237",1337 Main St,City237,ST,9000237,555-000-237,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0288,,Jordan Harris 1321,Jordan,Harris,donor1321@example.com,,"1238 Main St, City1138, ST, 90001138",1238 Main St,City1321,ST,90001321,,,N/A,Community,Community,post,see attached,Living,In,$100.00 ,1,1/25/2017,$100.00 ,,,,,,
FAM0288,,Logan Scott 138,Logan,Scott,donor138@example.com,,"1238 Main St, City1138, ST, 90001138",1238 Main St,City138,ST,9000138,555-000-138,,N/A,Board Member,Community,post,see attached,Living,In,$100.00 ,1,1/25/2017,$100.00 ,,,,,,
FAM0290,,Blake Anderson 544,Blake,Anderson,donor544@example.com,,"1388 Main St, City1288, ST, 90001288",1388 Main St,City544,ST,9000544,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0290,,Quinn Carter 288,Quinn,Carter,donor288@example.com,,"1388 Main St, City1288, ST, 90001288",1388 Main St,City288,ST,9000288,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0292,,Drew Edwards 287,Drew,Edwards,donor287@example.com,,"1387 Main St, City1287, ST, 90001287",1387 Main St,City287,ST,9000287,555-000-287,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0292,,Milan Young 357,Milan,Young,donor357@example.com,,"1387 Main St, City1287, ST, 90001287",1387 Main St,City357,ST,9000357,555-000-357,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0294,,Charlie Cook 1173,Charlie,Cook,donor1173@example.com,,"2075 Main St, City1975, ST, 90001975",2075 Main St,City1173,ST,90001173,555-000-1173,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0294,,Harper Cook 975,Harper,Cook,donor975@example.com,,"2075 Main St, City1975, ST, 90001975",2075 Main St,City975,ST,9000975,555-000-975,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0301,,Eden Collins 275,Eden,Collins,donor275@example.com,,"1375 Main St, City1275, ST, 90001275",1375 Main St,City275,ST,9000275,555-000-275,,N/A,Former Parent,C-JP,post,see attached,Living,In,$50.00 ,1,1/24/2020,$50.00 ,,,,,,
FAM0301,,Emerson Lopez 1222,Emerson,Lopez,donor1222@example.com,,"1375 Main St, City1275, ST, 90001275",1375 Main St,City1222,ST,90001222,555-000-1222,,N/A,Former Parent,C-JP,post,see attached,Living,In,$50.00 ,1,1/24/2020,$50.00 ,,,,,,
FAM0309,,Aubrey Thomas 273,Aubrey,Thomas,donor273@example.com,,"1373 Main St, City1273, ST, 90001273",1373 Main St,City273,ST,9000273,555-000-273,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0309,,Milan Clark 277,Milan,Clark,donor277@example.com,,"1373 Main St, City1273, ST, 90001273",1373 Main St,City277,ST,9000277,555-000-277,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0318,,Jesse Stewart 817,Jesse,Stewart,donor817@example.com,,"1365 Main St, City1265, ST, 90001265",1365 Main St,City817,ST,9000817,555-000-817,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0318,,Payton Morris 265,Payton,Morris,donor265@example.com,,"1365 Main St, City1265, ST, 90001265",1365 Main St,City265,ST,9000265,,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0325,,Hunter Roberts 909,Hunter,Roberts,donor909@example.com,,"2009 Main St, City1909, ST, 90001909",2009 Main St,City909,ST,9000909,555-000-909,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0325,,Sydney Rogers 1100,Sydney,Rogers,donor1100@example.com,,"2009 Main St, City1909, ST, 90001909",2009 Main St,City1100,ST,90001100,555-000-1100,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0328,,Brooklyn Phillips 514,Brooklyn,Phillips,donor514@example.com,,"1614 Main St, City1514, ST, 90001514",1614 Main St,City514,ST,9000514,555-000-514,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0328,,Robin Rivera 1101,Robin,Rivera,donor1101@example.com,,"1614 Main St, City1514, ST, 90001514",1614 Main St,City1101,ST,90001101,555-000-1101,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0338,,Kendall Johnson 352,Kendall,Johnson,donor352@example.com,,"1452 Main St, City1352, ST, 90001352",1452 Main St,City352,ST,9000352,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0338,,Parker Phillips 459,Parker,Phillips,donor459@example.com,,"1452 Main St, City1352, ST, 90001352",1452 Main St,City459,ST,9000459,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
FAM0340,,Drew Lewis 1287,Drew,Lewis,donor1287@example.com,,"2022 Main St, City1922, ST, 90001922",2022 Main St,City1287,ST,90001287,,,N/A,Community,Community,post,see attached,Living,In,$500.00 ,3,12/28/2018,$200.00 ,,,,,,
FAM0340,,Taylor Walker 922,Taylor,Walker,donor922@example.com,,"2022 Main St, City1922, ST, 90001922",2022 Main St,City922,ST,9000922,,,N/A,Community,Community,post,see attached,Living,In,$600.00 ,4,12/27/2019,$200.00 ,,,,,,
FAM0343,,Frankie Flores 76,Frankie,Flores,donor76@example.com,,"1176 Main St, City1076, ST, 90001076",1176 Main St,City76,ST,900076,555-000-76,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0343,,Jordan Edwards 761,Jordan,Edwards,donor761@example.com,,"1176 Main St, City1076, ST, 90001076",1176 Main St,City761,ST,9000761,555-000-761,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0345,,Jesse Wright 177,Jesse,Wright,donor177@example.com,,"1277 Main St, City1177, ST, 90001177",1277 Main St,City177,ST,9000177,,,N/A,Community,Community,post,see attached,Living,In,$100.00 ,1,12/18/2014,$100.00 ,,,,,,
FAM0345,,Logan Stewart 978,Logan,Stewart,donor978@example.com,,"1277 Main St, City1177, ST, 90001177",1277 Main St,City978,ST,9000978,,,N/A,Community,Community,post,see attached,Living,In,$200.00 ,2,2/5/2016,$100.00 ,,,,,,
FAM0351,,Elliot Evans 214,Elliot,Evans,donor214@example.com,,"1314 Main St, City1214, ST, 90001214",1314 Main St,City214,ST,9000214,555-000-214,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0351,,Jesse Mitchell 697,Jesse,Mitchell,donor697@example.com,,"1314 Main St, City1214, ST, 90001214",1314 Main St,City697,ST,9000697,555-000-697,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0361,,Aubrey Thomas 552,Aubrey,Thomas,donor553@example.com,,"1112 Main St, City1012, ST, 90001012",1112 Main St,City553,ST,9000553,555-000-553,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0361,,Avery Carter 12,Avery,Carter,donor12@example.com,,"1112 Main St, City1012, ST, 90001012",1112 Main St,City12,ST,900012,555-000-12,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0381,,Logan Brown 778,Logan,Brown,donor778@example.com,,"1878 Main St, City1778, ST, 90001778",1878 Main St,City778,ST,9000778,555-000-778,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0381,,Parker Taylor 1259,Parker,Taylor,donor1259@example.com,,"1878 Main St, City1778, ST, 90001778",1878 Main St,City1259,ST,90001259,555-000-1259,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0387,,Blake Scott 864,Blake,Scott,donor864@example.com,,"1964 Main St, City1864, ST, 90001864",1964 Main St,City864,ST,9000864,555-000-864,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0387,,Phoenix Brown 1078,Phoenix,Brown,donor1078@example.com,,"1964 Main St, City1864, ST, 90001864",1964 Main St,City1078,ST,90001078,555-000-1078,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0398,,Corey Murphy 547,Corey,Murphy,donor547@example.com,,"1647 Main St, City1547, ST, 90001547",1647 Main St,City547,ST,9000547,555-000-547,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0398,,Sawyer Taylor 759,Sawyer,Taylor,donor759@example.com,,"1647 Main St, City1547, ST, 90001547",1647 Main St,City759,ST,9000759,555-000-759,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0403,,Aubrey Martin 33,Aubrey,Martin,donor33@example.com,,"1133 Main St, City1033, ST, 90001033",1133 Main St,City33,ST,900033,555-000-33,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0403,,Skylar Hall 1089,Skylar,Hall,donor1089@example.com,,"1133 Main St, City1033, ST, 90001033",1133 Main St,City1089,ST,90001089,555-000-1089,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0417,,Brooklyn Martin 274,Brooklyn,Martin,donor274@example.com,,"1374 Main St, City1274, ST, 90001274",1374 Main St,City274,ST,9000274,555-000-274,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0417,,Sam Mitchell 365,Sam,Mitchell,donor365@example.com,,"1374 Main St, City1274, ST, 90001274",1374 Main St,City365,ST,9000365,555-000-365,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0419,,Drew Rogers 407,Drew,Rogers,donor407@example.com,,"1507 Main St, City1407, ST, 90001407",1507 Main St,City407,ST,9000407,555-000-407,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0419,,Sawyer Rivera 559,Sawyer,Rivera,donor559@example.com,,"1507 Main St, City1407, ST, 90001407",1507 Main St,City559,ST,9000559,555-000-559,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0431,,Dakota Edwards 456,Dakota,Edwards,donor456@example.com,,"1556 Main St, City1456, ST, 90001456",1556 Main St,City456,ST,9000456,,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
