EntityID,Entity Name,Primary Contact,Secondary Contact,Primary Email,Secondary Email,Entity Type,Active?,Address,Child(ren) Enrolled,Total Donated,Number of Donations,Date of Most Recent Donation,Amount of Most Recent Donation,Preferred Fundraiser(s),Notes,,,,,,,,,,,,
FAM0983,Skylar Martin and Taylor Harris,Skylar Martin 649,Taylor Harris,donor649@example.com,donor1082@example.com,Family,Living,"1749 Main St, City1649, ST, 90001649",ChildA-1649,,,,,,,,,,,,,,,,,,
FAM0985,Eden Anderson and Avery Adams,Eden Anderson 1075,Avery Adams,donor1075@example.com,donor1292@example.com,Family,Living,"2175 Main St, City2075, ST, 90002075",ChildA-2075,,,,,,,,,,,,,,,,,,
FAM0985,Eden Anderson and Avery Adams,Avery Adams 1292,Eden Anderson,donor1292@example.com,donor1075@example.com,Family,Living,"2175 Main St, City2075, ST, 90002075",ChildA-2075,,,,,,,,,,,,,,,,,,
FAM0988,Brooklyn Taylor and Aubrey Martin,Brooklyn Taylor 674,Aubrey Martin,donor674@example.com,donor793@example.com,Family,Living,"1774 Main St, City1674, ST, 90001674",,,,,,,,,,,,,,,,,,,
FAM0988,Brooklyn Taylor and Aubrey Martin,Aubrey Martin 793,Brooklyn Taylor,donor793@example.com,donor674@example.com,Family,Living,"1774 Main St, City1674, ST, 90001674",,,,,,,,,,,,,,,,,,,
FAM0991,Phoenix King and Parker Walker,Parker Walker 1059,Phoenix King,donor1059@example.com,donor78@example.com,Family,Living,"1178 Main St, City1078, ST, 90001078",,,,,,,,,,,,,,,,,,,
FAM0991,Phoenix King and Parker Walker,Phoenix King 78,Parker Walker,donor78@example.com,donor1059@example.com,Family,Living,"1178 Main St, City1078, ST, 90001078",,,,,,,,,,,,,,,,,,,
FAM0993,Dylan King and Harper Perez,Harper Perez 1095,Dylan King,donor1095@example.com,donor543@example.com,Family,Living,"1643 Main St, City1543, ST, 90001543",,$100.00 ,1,12/22/2017,$100.00 ,,,,,,,,,,,,,,
FAM0993,Dylan King and Harper Perez,Dylan King 543,Harper Perez,donor543@example.com,donor1095@example.com,Family,Living,"1643 Main St, City1543, ST, 90001543",,$100.00 ,1,12/22/2017,$100.00 ,,,,,,,,,,,,,,
FAM0995,Casey Thompson and Jordan King,Jordan King 1426,Casey Thompson,donor1426@example.com,donor404@example.com,Family,Living,"1504 Main St, City1404, ST, 90001404",ChildA-1404,,,,,,,,,,,,,,,,,,
FAM0995,Casey Thompson and Jordan King,Casey Thompson 404,Jordan King,donor404@example.com,donor1426@example.com,Family,Living,"1504 Main St, City1404, ST, 90001404",ChildA-1404,,,,,,,,,,,,,,,,,,
FAM0997,Sawyer Campbell and Eden Adams,Eden Adams 1235,Sawyer Campbell,donor1235@example.com,donor679@example.com,Family,Living,"1779 Main St, City1679, ST, 90001679",,$25.00 ,1,2/12/2020,$25.00 ,,,,,,,,,,,,,,
FAM0997,Sawyer Campbell and Eden Adams,Sawyer Campbell 679,Eden Adams,donor679@example.com,donor1235@example.com,Family,Living,"1779 Main St, City1679, ST, 90001679",,$25.00 ,1,2/12/2020,$25.00 ,,,,,,,,,,,,,,
FAM1001,Shannon Lopez and Emerson Johnson,Shannon Lopez 68,Emerson Johnson,donor68@example.com,donor702@example.com,Family,Living,"1168 Main St, City1068, ST, 90001068",,,,,,,,,,,,,,,,,,,
FAM1001,Shannon Lopez and Emerson Johnson,Emerson Johnson 702,Shannon Lopez,donor702@example.com,donor68@example.com,Family,Living,"1168 Main St, City1068, ST, 90001068",,,,,,,,,,,,,,,,,,,
FAM1003,Sawyer Flores,Sawyer Flores 39,,donor39@example.com,,Family,Living,"1139 Main St, City1039, ST, 90001039",,,,,,,,,,,,,,,,,,,
FAM1004,Riley Carter and Aubrey Hall,Aubrey Hall 1473,Riley Carter,donor1473@example.com,donor930@example.com,Family,Living,"2030 Main St, City1930, ST, 90001930",,$300.00 ,3,12/30/2017,$100.00 ,,,,,,,,,,,,,,
FAM1004,Riley Carter and Aubrey Hall,Riley Carter 930,Aubrey Hall,donor930@example.com,donor1473@example.com,Family,Living,"2030 Main St, City1930, ST, 90001930",,$300.00 ,3,12/30/2017,$100.00 ,,,,,,,,,,,,,,
FAM1008,Skylar Perez and Aubrey Lopez,Skylar Perez 169,Aubrey Lopez,donor169@example.com,donor233@example.com,Family,Living,"1269 Main St, City1169, ST, 90001169",,,,,,,,,,,,,,,,,,,
FAM1008,Skylar Perez and Aubrey Lopez,Aubrey Lopez 233,Skylar Perez,donor233@example.com,donor169@example.com,Family,Living,"1269 Main St, City1169, ST, 90001169",,,,,,,,,,,,,,,,,,,
FAM1010,Logan Morris and Quinn Adams,Logan Morris 698,Quinn Adams,donor698@example.com,donor1728@example.com,Family,Living,"1798 Main St, City1698, ST, 90001698",ChildA-1698,$50.00 ,1,4/30/2022,$50.00 ,,,,,,,,,,,,,,
FAM1011,Jesse Phillips and Sawyer Perez,Jesse Phillips 537,Sawyer Perez,donor537@example.com,donor1559@example.com,Family,Living,"1637 Main St, City1537, ST, 90001537",ChildA-1537,"$46,315.00 ",14,3/29/2016,"$1,000.00 ",,,,,,,,,,,,,,
FAM1013,Casey Brown and Brooklyn Clark,Brooklyn Clark 354,Casey Brown,donor354@example.com,donor84@example.com,Family,Living,"1184 Main St, City1084, ST, 90001084",,,,,,,,,,,,,,,,,,,
FAM1013,Casey Brown and Brooklyn Clark,Casey Brown 84,Brooklyn Clark,donor84@example.com,donor354@example.com,Family,Living,"1184 Main St, City1084, ST, 90001084",,,,,,,,,,,,,,,,,,,
FAM1015,Jamie Stewart and Dakota Hall,Jamie Stewart 606,Dakota Hall,donor606@example.com,donor816@example.com,Family,Living,"1706 Main St, City1606, ST, 90001606",,,,,,,,,,,,,,,,,,,
FAM1015,Jamie Stewart and Dakota Hall,Dakota Hall 816,Jamie Stewart,donor816@example.com,donor606@example.com,Family,Living,"1706 Main St, City1606, ST, 90001606",,,,,,,,,,,,,,,,,,,
FAM1018,Frankie Flores and Jamie Rogers,Frankie Flores 356,Jamie Rogers,donor356@example.com,donor446@example.com,Family,Living,"1456 Main St, City1356, ST, 90001356",ChildA-1356,,,,,,,,,,,,,,,,,,
FAM1018,Frankie Flores and Jamie Rogers,Jamie Rogers 446,Frankie Flores,donor446@example.com,donor356@example.com,Family,Living,"1456 Main St, City1356, ST, 90001356",ChildA-1356,,,,,,,,,,,,,,,,,,
FAM1020,Riley Walker and Charlie Nguyen,Charlie Nguyen 1413,Riley Walker,donor1413@example.com,donor850@example.com,Family,Living,"1950 Main St, City1850, ST, 90001850",,,,,,,,,,,,,,,,,,,
FAM1020,Riley Walker and Charlie Nguyen,Riley Walker 850,Charlie Nguyen,donor850@example.com,donor1413@example.com,Family,Living,"1950 Main St, City1850, ST, 90001850",,,,,,,,,,,,,,,,,,,
FAM1022,Hunter King and Aubrey Murphy,Hunter King 709,Aubrey Murphy,donor709@example.com,donor993@example.com,Family,Living,"1809 Main St, City1709, ST, 90001709",ChildA-1709,,,,,,,,,,,,,,,,,,
FAM1022,Hunter King and Aubrey Murphy,Aubrey Murphy 993,Hunter King,donor993@example.com,donor709@example.com,Family,Living,"1809 Main St, City1709, ST, 90001709",ChildA-1709,,,,,,,,,,,,,,,,,,
FAM1024,Quinn Young and Charlie White,Quinn Young 248,Charlie White,donor248@example.com,donor773@example.com,Family,Living,,ChildA-1248,$100.00 ,1,12/19/2009,$100.00 ,,,,,,,,,,,,,,
FAM1024,Quinn Young and Charlie White,Charlie White 773,Quinn Young,donor773@example.com,donor248@example.com,Family,Living,,ChildA-1248,$100.00 ,1,12/19/2009,$100.00 ,,,,,,,,,,,,,,
FAM1026,Jordan Morris and Sawyer Johnson,Jordan Morris 441,Sawyer Johnson,donor441@example.com,donor639@example.com,Family,Living,,,$100.00 ,1,12/28/2015,$100.00 ,,,,,,,,,,,,,,
FAM1026,Jordan Morris and Sawyer Johnson,Sawyer Johnson 639,Jordan Morris,donor639@example.com,donor441@example.com,Family,Living,,,$150.00 ,2,12/30/2014,$100.00 ,,,,,,,,,,,,,,
FAM1028,Frankie Evans and Dylan Young,Frankie Evans 556,Dylan Young,donor556@example.com,donor703@example.com,Family,Living,,,$25.00 ,1,12/29/2006,$25.00 ,,,,,,,,,,,,,,
FAM1028,Frankie Evans and Dylan Young,Dylan Young 703,Frankie Evans,donor703@example.com,donor556@example.com,Family,Living,,,$25.00 ,1,12/29/2006,$25.00 ,,,,,,,,,,,,,,
FAM1030,Frankie Nguyen and Taylor Collins,Taylor Collins 722,Frankie Nguyen,donor722@example.com,,Family,Living,,,$400.00 ,5,1/25/2019,$100.00 ,,,,,,,,,,,,,,
FAM1030,Frankie Nguyen and Taylor Collins,Frankie Nguyen 1030,Taylor Collins,,donor722@example.com,Family,Living,,,$400.00 ,5,1/25/2019,$100.00 ,,,,,,,,,,,,,,
FAM1032,Jordan Lopez and Shannon Edwards,Jordan Lopez 881,Shannon Edwards,donor881@example.com,donor908@example.com,Family,Living,"1981 Main St, City1881, ST, 90001881",,,,,,,,,,,,,,,,,,,
FAM1032,Jordan Lopez and Shannon Edwards,Shannon Edwards 908,Jordan Lopez,donor908@example.com,donor881@example.com,Family,Living,"1981 Main St, City1881, ST, 90001881",,,,,,,,,,,,,,,,,,,
FAM1035,Parker Mitchell and Jordan Johnson,Jordan Johnson 1146,Parker Mitchell,donor1146@example.com,donor539@example.com,Family,Living,"1639 Main St, City1539, ST, 90001539",,,,,,,,,,,,,,,,,,,
FAM1035,Parker Mitchell and Jordan Johnson,Parker Mitchell 539,Jordan Johnson,donor539@example.com,donor1146@example.com,Family,Living,"1639 Main St, City1539, ST, 90001539",,,,,,,,,,,,,,,,,,,
FAM1037,Milan Roberts and Logan Clark,Logan Clark 1378,Milan Roberts,donor1378@example.com,,Family,Living,,,$25.00 ,1,12/9/2016,$25.00 ,,,,,,,,,,,,,,
FAM1037,Milan Roberts and Logan Clark,Milan Roberts 837,Logan Clark,donor837@example.com,,Family,Living,,,$25.00 ,1,12/9/2016,$25.00 ,,,,,,,,,,,,,,
FAM1039,Eden Taylor and Reese Anderson,Reese Anderson 1471,Eden Taylor,donor1471@example.com,,Family,Living,,,$150.00 ,1,3/16/2012,$150.00 ,,,,,,,,,,,,,,
FAM1039,Eden Taylor and Reese Anderson,Eden Taylor 315,Reese Anderson,donor315@example.com,,Family,Living,,,$50.00 ,1,8/17/2009,$50.00 ,,,,,,,,,,,,,,
FAM1148,Quinn Lewis,Quinn Lewis 448,,donor448@example.com,,Family,Living,,,$40.00 ,1,2/13/2020,$40.00 ,,,,,,,,,,,,,,
FAM1165,Dylan Evans and Jordan Campbell,Dylan Evans 1263,Jordan Campbell,donor1263@example.com,,Family,Living,,,,,,,,,,,,,,,,,,,,
FAM1165,Dylan Evans and Jordan Campbell,Jordan Campbell 546,Dylan Evans,donor546@example.com,,Family,Living,,,,,,,,,,,,,,,,,,,,
FAM1186,Phoenix Campbell,Phoenix Campbell 638,,donor638@example.com,,Family,Living,,,,,,,,,,,,,,,,,,,,
FAM1205,Eden Stewart,Eden Stewart 515,,donor515@example.com,,Family,Living,,,,,,,,,,,,,,,,,,,,
FAM1205,Drew Perez,Drew Perez 727,,donor727@example.com,,Family,Living,,,,,,,,,,,,,,,,,,,,
FAM1268,Aubrey Allen,Aubrey Allen 1273,,donor1273@example.com,,Family,Living,,ChildA-1933,,,,,,,,,,,,,,,,,,
FAM1268,Charlie Mitchell,Charlie Mitchell 933,,donor933@example.com,,Family,Living,,ChildA-1933,,,,,,,,,,,,,,,,,,
FAM1409,Alex Roberts and Brooklyn Thomas,Alex Roberts 1409,Brooklyn Thomas,,,Family,Living,,,$100.00 ,1,7/28/2008,$100.00 ,,,,,,,,,,,,,,
FAM1409,Alex Roberts and Brooklyn Thomas,Brooklyn Thomas 1409,Alex Roberts,,,Family,Living,,,$100.00 ,1,1/17/2011,$100.00 ,,,,,,,,,,,,,,
FAM1414,Taylor Walker and Payton Carter,Payton Carter 1414,Taylor Walker,,,Family,Living,,,$100.00 ,1,12/19/2013,$100.00 ,,,,,,,,,,,,,,
FAM1414,Taylor Walker and Payton Carter,Taylor Walker 1414,Payton Carter,,,Family,Living,,,$100.00 ,1,12/15/2014,$100.00 ,,,,,,,,,,,,,,
FAM1427,Charlie White and Elliot Thomas,Charlie White 1427,Elliot Thomas,,,Family,Living,,,$200.00 ,2,2/21/2012,$100.00 ,,,,,,,,,,,,,,
FAM1427,Charlie White and Elliot Thomas,Elliot Thomas 1427,Charlie White,,,Family,Living,,,$200.00 ,2,2/21/2012,$100.00 ,,,,,,,,,,,,,,
FAM1430,Logan Adams and Taylor Smith,Taylor Smith 1430,Taylor Smith,,,Family,Living,,,$100.00 ,2,12/29/2014,$50.00 ,,,,,,,,,,,,,,
FAM1430,Logan Adams and Taylor Smith,Logan Adams 1430,Logan Adams,,,Family,Living,,,$125.00 ,2,1/3/2014,$50.00 ,,,,,,,,,,,,,,
FAM1432,Frankie Thomas and Skylar Wright,Frankie Thomas 1432,Skylar Wright,,,Family,Living,,,$81.03 ,1,1/10/2014,$81.03 ,,,,,,,,,,,,,,
FAM1432,Frankie Thomas and Skylar Wright,Skylar Wright 1432,Frankie Thomas,,,Family,Living,,,$81.03 ,1,1/10/2014,$81.03 ,,,,,,,,,,,,,,
FAM1441,Eden Nguyen and Sawyer Stewart,Eden Nguyen 1441,Sawyer Stewart,,,Family,Living,,,$10.00 ,1,12/20/2013,$10.00 ,,,,,,,,,,,,,,
FAM1441,Eden Nguyen and Sawyer Stewart,Sawyer Stewart 1441,Eden Nguyen,,,Family,Living,,,$10.00 ,1,12/20/2013,$10.00 ,,,,,,,,,,,,,,
FAM1450,Avery Stewart and Dylan Hall,Avery Stewart 1450,Dylan Hall,,,Family,Living,,,$50.00 ,1,12/22/2014,$50.00 ,,,,,,,,,,,,,,
FAM1450,Avery Stewart and Dylan Hall,Dylan Hall 1450,Avery Stewart,,,Family,Living,,,$50.00 ,1,12/22/2014,$50.00 ,,,,,,,,,,,,,,
FAM1465,Phoenix Collins and Sawyer Johnson,Phoenix Collins 1465,Sawyer Johnson,,,Family,Living,,,$50.00 ,1,11/21/2011,$50.00 ,,,,,,,,,,,,,,
FAM1465,Phoenix Collins and Sawyer Johnson,Sawyer Johnson 1465,Phoenix Collins,,,Family,Living,,,$50.00 ,1,11/21/2011,$50.00 ,,,,,,,,,,,,,,
FAM1471,Alex Torres and Jamie Taylor,Alex Torres 1471,Jamie Taylor,,,Family,Living,,,$400.00 ,1,6/3/2011,$400.00 ,,,,,,,,,,,,,,
FAM1471,Alex Torres and Jamie Taylor,Jamie Taylor 1471,Alex Torres,,,Family,Living,,,$400.00 ,1,6/3/2011,$400.00 ,,,,,,,,,,,,,,
FAM1503,Elliot Collins and Payton Carter,Elliot Collins 1503,Payton Carter,,,Family,Living,,,$50.00 ,1,1/14/2012,$50.00 ,,,,,,,,,,,,,,
FAM1503,Elliot Collins and Payton Carter,Payton Carter 1503,Elliot Collins,,,Family,Living,,,$50.00 ,1,1/14/2012,$50.00 ,,,,,,,,,,,,,,
IND0002,Sawyer Parker,Sawyer Parker 119,,donor119@example.com,,Individual,Living,"1219 Main St, City1119, ST, 90001119",ChildA-1119,,,,,,,,,,,,,,,,,,
IND0003,Sydney Morris,Sydney Morris 580,,donor580@example.com,,Individual,Living,"1680 Main St, City1580, ST, 90001580",,,,,,,,,,,,,,,,,,,
IND0010,Taylor Rogers,Taylor Rogers 2,,donor2@example.com,,Individual,Living,"1102 Main St, City1002, ST, 90001002",ChildA-1002,,,,,,,,,,,,,,,,,,
IND0011,Brooklyn Lopez,Brooklyn Lopez 794,,donor794@example.com,,Individual,Living,"1894 Main St, City1794, ST, 90001794",ChildA-1794,,,,,,,,,,,,,,,,,,
IND0018,Taylor Phillips,Taylor Phillips 1402,,donor1402@example.com,,Individual,Living,"2502 Main St, City2402, ST, 90002402",ChildA-2402,,,,,,,,,,,,,,,,,,
IND0019,Taylor Thompson,Taylor Thompson 1282,,donor1282@example.com,,Individual,Living,"2382 Main St, City2282, ST, 90002282",ChildA-2282,,,,,,,,,,,,,,,,,,
IND0026,Phoenix Young,Phoenix Young 1358,,donor1358@example.com,,Individual,Living,"2458 Main St, City2358, ST, 90002358",ChildA-2358,,,,,,,,,,,,,,,,,,
IND0029,Payton Carter,Payton Carter 185,,donor185@example.com,,Individual,Living,"1285 Main St, City1185, ST, 90001185",ChildA-1185,,,,,,,,,,,,,,,,,,
IND0040,Reese Carter,Reese Carter 711,,donor711@example.com,,Individual,Living,"1811 Main St, City1711, ST, 90001711",ChildA-1711,$50.00 ,1,1/28/2020,$50.00 ,,,,,,,,,,,,,,
IND0041,Frankie Anderson,Frankie Anderson 116,,donor116@example.com,,Individual,Living,"1216 Main St, City1116, ST, 90001116",ChildA-1116,,,,,,,,,,,,,,,,,,
IND0042,Dakota Rivera,Dakota Rivera 1096,,donor1096@example.com,,Individual,Living,"2196 Main St, City2096, ST, 90002096",ChildA-2096,,,,,,,,,,,,,,,,,,
IND0049,Robin Rogers,Robin Rogers 1301,,donor1301@example.com,,Individual,Living,"2401 Main St, City2301, ST, 90002301",,,,,,,,,,,,,,,,,,,
IND0052,Casey King,Casey King 1004,,donor1004@example.com,,Individual,Living,"2104 Main St, City2004, ST, 90002004",,$700.00 ,7,12/29/2021,$100.00 ,,,,,,,,,,,,,,
IND0079,Riley Lewis,Riley Lewis 170,,donor170@example.com,,Individual,Living,"1270 Main St, City1170, ST, 90001170",,,,,,,,,,,,,,,,,,,
IND0092,Morgan Lopez,Morgan Lopez 3,,donor3@example.com,,Individual,Living,"1103 Main St, City1003, ST, 90001003",ChildA-1003,,,,,,,,,,,,,,,,,,
IND0097,Jamie Roberts,Jamie Roberts 486,,donor486@example.com,,Individual,Living,"1586 Main St, City1486, ST, 90001486",ChildA-1486,,,,,,,,,,,,,,,,,,
IND0098,Jesse Stewart,Jesse Stewart 1417,,donor1417@example.com,,Individual,Living,"2517 Main St, City2417, ST, 90002417",,,,,,,,,,,,,,,,,,,
IND0099,Jamie Anderson,Jamie Anderson 286,,donor286@example.com,,Individual,Living,"1386 Main St, City1286, ST, 90001286",ChildA-1286,,,,,,,,,,,,,,,,,,
IND0100,Riley Cook,Riley Cook 730,,donor730@example.com,,Individual,Living,"1830 Main St, City1730, ST, 90001730",,,,,,,,,,,,,,,,,,,
IND0109,Eden Wright,Eden Wright 835,,donor835@example.com,,Individual,Living,"1935 Main St, City1835, ST, 90001835",,,,,,,,,,,,,,,,,,,
IND0120,Payton Carter,Payton Carter 65,,donor65@example.com,,Individual,Living,"1165 Main St, City1065, ST, 90001065",ChildA-1065,,,,,,,,,,,,,,,,,,
IND0121,Parker Smith,Parker Smith 1499,,donor1499@example.com,,Individual,Living,"2599 Main St, City2499, ST, 90002499",ChildA-2499,,,,,,,,,,,,,,,,,,
IND0122,Sam Harris,Sam Harris 165,,donor165@example.com,,Individual,Living,"1265 Main St, City1165, ST, 90001165",ChildA-1165,,,,,,,,,,,,,,,,,,
IND0125,Dylan Collins,Dylan Collins 503,,donor503@example.com,,Individual,Living,"1603 Main St, City1503, ST, 90001503",ChildA-1503,,,,,,,,,,,,,,,,,,
IND0126,Sydney Carter,Sydney Carter 1220,,donor1220@example.com,,Individual,Living,"2320 Main St, City2220, ST, 90002220",ChildA-2220,,,,,,,,,,,,,,,,,,
IND0129,Sam Evans,Sam Evans 485,,donor485@example.com,,Individual,Living,"1585 Main St, City1485, ST, 90001485",ChildA-1485,,,,,,,,,,,,,,,,,,
IND0130,Elliot Johnson,Elliot Johnson 934,,donor934@example.com,,Individual,Living,"2034 Main St, City1934, ST, 90001934",ChildA-1934,,,,,,,,,,,,,,,,,,
IND0137,Eden Anderson,Eden Anderson 555,,donor555@example.com,,Individual,Living,"1655 Main St, City1555, ST, 90001555",,,,,,,,,,,,,,,,,,,
IND0138,Cameron Martin,Cameron Martin 1451,,donor1451@example.com,,Individual,Living,"2551 Main St, City2451, ST, 90002451",ChildA-2451,,,,,,,,,,,,,,,,,,
IND0143,Spencer Parker,Spencer Parker 1230,,donor1230@example.com,,Individual,Living,"2330 Main St, City2230, ST, 90002230",ChildA-2230,,,,,,,,,,,,,,,,,,
IND0150,Robin White,Robin White 821,,donor821@example.com,,Individual,Living,"1921 Main St, City1821, ST, 90001821",ChildA-1821,,,,,,,,,,,,,,,,,,
IND0151,Elliot Harris,Elliot Harris 654,,donor654@example.com,,Individual,Living,"1754 Main St, City1654, ST, 90001654",ChildA-1654,,,,,,,,,,,,,,,,,,
IND0156,Dylan Campbell,Dylan Campbell 1423,,donor1423@example.com,,Individual,Living,"2523 Main St, City2423, ST, 90002423",ChildA-2423,,,,,,,,,,,,,,,,,,
IND0163,Corey Stewart,Corey Stewart 707,,donor707@example.com,,Individual,Living,"1807 Main St, City1707, ST, 90001707",ChildA-1707,,,,,,,,,,,,,,,,,,
IND0164,Alex Lopez,Alex Lopez 1400,,donor1400@example.com,,Individual,Living,"2500 Main St, City2400, ST, 90002400",ChildA-2400,$20.00 ,1,2/21/2020,$20.00 ,,,,,,,,,,,,,,
IND0169,Riley White,Riley White 370,,donor370@example.com,,Individual,Living,"1470 Main St, City1370, ST, 90001370",ChildA-1370,,,,,,,,,,,,,,,,,,
IND0172,Cameron Stewart,Cameron Stewart 131,,donor131@example.com,,Individual,Living,"1231 Main St, City1131, ST, 90001131",ChildA-1370,,,,,,,,,,,,,,,,,,
IND0183,Skylar Scott,Skylar Scott 769,,donor769@example.com,,Individual,Living,"1869 Main St, City1769, ST, 90001769",ChildA-1131,,,,,,,,,,,,,,,,,,
IND0186,Casey Evans and Avery Hall,Casey Evans 284,Avery Hall,donor284@example.com,donor12922@example.com,Individual,Living,"1384 Main St, City1284, ST, 90001284",ChildA-1769,,,,,,,,,,,,,,,,,,
IND0187,Casey Campbell and Quinn White,Casey Campbell 164,Quinn White,donor164@example.com,donor11682@example.com,Individual,Living,"1264 Main St, City1164, ST, 90001164",,,,,,,,,,,,,,,,,,,
IND0191,Spencer Thompson,Spencer Thompson 1190,,donor1190@example.com,,Individual,Living,"2290 Main St, City2190, ST, 90002190",,,,,,,,,,,,,,,,,,,
IND0192,Harper Adams,Harper Adams 15,,donor15@example.com,,Individual,Living,"1115 Main St, City1015, ST, 90001015",ChildA-2190,,,,,,,,,,,,,,,,,,
IND0199,Phoenix Taylor,Phoenix Taylor 1438,,donor1438@example.com,,Individual,Living,"2538 Main St, City2438, ST, 90002438",,$50.00 ,1,6/25/2015,$50.00 ,,,,,,,,,,,,,,
IND0202,Quinn Collins,Quinn Collins 1408,,donor1408@example.com,,Individual,Living,"2508 Main St, City2408, ST, 90002408",ChildA-2438,,,,,,,,,,,,,,,,,,
IND0203,Riley Anderson,Riley Anderson 1090,,donor1090@example.com,,Individual,Living,"2190 Main St, City2090, ST, 90002090",ChildA-2408,,,,,,,,,,,,,,,,,,
IND0208,Hunter Flores,Hunter Flores 309,,donor309@example.com,,Individual,Living,"1409 Main St, City1309, ST, 90001309",ChildA-2090,,,,,,,,,,,,,,,,,,
IND0209,Milan Edwards,Milan Edwards 637,,donor637@example.com,,Individual,Living,"1737 Main St, City1637, ST, 90001637",ChildA-1309,,,,,,,,,,,,,,,,,,
IND0214,Corey Walker,Corey Walker 1187,,donor1187@example.com,,Individual,Living,"2287 Main St, City2187, ST, 90002187",ChildA-1637,,,,,,,,,,,,,,,,,,
IND0221,Aubrey Nguyen,Aubrey Nguyen 1393,,donor1393@example.com,,Individual,Living,"2493 Main St, City2393, ST, 90002393",,,,,,,,,,,,,,,,,,,
IND0222,Parker Rivera,Parker Rivera 1099,,donor1099@example.com,,Individual,Living,"2199 Main St, City2099, ST, 90002099",,,,,,,,,,,,,,,,,,,
IND0227,Shannon Smith,Shannon Smith 828,,donor828@example.com,,Individual,Living,"1928 Main St, City1828, ST, 90001828",,,,,,,,,,,,,,,,,,,
IND0233,Kendall White,Kendall White 992,,donor992@example.com,,Individual,Living,"2092 Main St, City1992, ST, 90001992",ChildA-1992,,,,,,,,,,,,,,,,,,
IND0236,Blake White,Blake White 1464,,donor1464@example.com,,Individual,Living,"2564 Main St, City2464, ST, 90002464",ChildA-2464,,,,,,,,,,,,,,,,,,
IND0239,Robin Clark,Robin Clark 421,,donor421@example.com,,Individual,Living,"1521 Main St, City1421, ST, 90001421",,,,,,,,,,,,,,,,,,,
IND0246,Alex Brown,Alex Brown 880,,donor880@example.com,,Individual,Living,"1980 Main St, City1880, ST, 90001880",,,,,,,,,,,,,,,,,,,
IND0250,Cameron Carter,Cameron Carter 1091,,donor1091@example.com,,Individual,Living,"2191 Main St, City2091, ST, 90002091",ChildA-2091,,,,,,,,,,,,,,,,,,
IND0253,Spencer Thompson,Spencer Thompson 470,,donor470@example.com,,Individual,Living,"1570 Main St, City1470, ST, 90001470",,,,,,,,,,,,,,,,,,,
IND0260,Riley Young,Riley Young 1250,,donor1250@example.com,,Individual,Living,"2350 Main St, City2250, ST, 90002250",ChildA-2250,,,,,,,,,,,,,,,,,,
IND0261,Quinn Murphy,Quinn Murphy 928,,donor928@example.com,,Individual,Living,"2028 Main St, City1928, ST, 90001928",ChildA-1928,,,,,,,,,,,,,,,,,,
IND0266,Aubrey Rivera,Aubrey Rivera 513,,donor513@example.com,,Individual,Living,"1613 Main St, City1513, ST, 90001513",ChildA-1513,,,,,,,,,,,,,,,,,,
IND0271,Jordan Murphy,Jordan Murphy 506,,donor506@example.com,,Individual,Living,"1606 Main St, City1506, ST, 90001506",,,,,,,,,,,,,,,,,,,
IND0276,Phoenix Collins,Phoenix Collins 318,,donor318@example.com,,Individual,Living,"1418 Main St, City1318, ST, 90001318",ChildA-1318,,,,,,,,,,,,,,,,,,
IND0279,Jordan Rivera,Jordan Rivera 346,,donor346@example.com,,Individual,Living,"1446 Main St, City1346, ST, 90001346",ChildA-1346,,,,,,,,,,,,,,,,,,
IND0296,Dylan Morris,Dylan Morris 1463,,donor1463@example.com,,Individual,Living,"2563 Main St, City2463, ST, 90002463",ChildA-2463,,,,,,,,,,,,,,,,,,
IND0317,Alex Perez,Alex Perez 640,,donor640@example.com,,Individual,Living,"1740 Main St, City1640, ST, 90001640",ChildA-1640,,,,,,,,,,,,,,,,,,
IND0324,Logan Flores,Logan Flores 258,,donor258@example.com,,Individual,Living,"1358 Main St, City1258, ST, 90001258",ChildA-1258,,,,,,,,,,,,,,,,,,
IND0327,Sam Rivera,Sam Rivera 765,,donor765@example.com,,Individual,Living,"1865 Main St, City1765, ST, 90001765",ChildA-1765,,,,,,,,,,,,,,,,,,
IND0330,Parker Torres,Parker Torres 619,,donor619@example.com,,Individual,Living,"1719 Main St, City1619, ST, 90001619",,,,,,,,,,,,,,,,,,,
IND0337,Avery Edwards,Avery Edwards 492,,donor492@example.com,,Individual,Living,"1592 Main St, City1492, ST, 90001492",ChildA-1492,,,,,,,,,,,,,,,,,,
IND0342,Hunter Morris,Hunter Morris 1389,,donor1389@example.com,,Individual,Living,"2489 Main St, City2389, ST, 90002389",,,,,,,,,,,,,,,,,,,
IND0353,Drew Lopez,Drew Lopez 847,,donor847@example.com,,Individual,Living,"1947 Main St, City1847, ST, 90001847",ChildA-1847,,,,,,,,,,,,,,,,,,
IND0356,Casey Philips,Casey Nguyen 884,,donor884@example.com,,Individual,Living,"1984 Main St, City1884, ST, 90001884",ChildA-1884,,,,,,,,,,,,,,,,,,
IND0363,Dakota Nguyen,Dakota Nguyen 1496,,donor1496@example.com,,Individual,Living,"2596 Main St, City2496, ST, 90002496",ChildA-2496,,,,,,,,,,,,,,,,,,
IND0364,Taylor Anderson,Taylor Anderson 122,,donor122@example.com,,Individual,Living,"1222 Main St, City1122, ST, 90001122",ChildA-1122,,,,,,,,,,,,,,,,,,
